Item ID,Item Name,Category,Subcategory,Collection,Rarity,Source Type,Source Game,Visible Unlock Condition,Internal Unlock Condition,Token Price,Equivalent Token Value,Salvage %,Giftable,Unlimited Placement,Account-Earned Only,Secret,Footprint W,Footprint D,Height Band,Placement Surface,Room Types,Rotation,Style Tags,Animation / VFX,Audio / Ambience,Future Interaction,Collection Completion Set,3D Production Notes
collection-completion-reward-western-lodge-master-set-western-tr,Western Trophy Saddle Stand,Collectibles,Collectibles,Western Lodge Master Set,Epic,Collection Completion Reward,Collection Book,Complete Western Lodge collection,Complete Western Lodge collection,,280,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Western Lodge Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-princess-and-dance-master-set-dance,Dance Studio Mirror Wall,Wall Decor,Wall Decor,Princess & Dance Master Set,Epic,Collection Completion Reward,Collection Book,Complete Princess & Dance collection,Complete Princess & Dance collection,,300,0.25,No,Yes,Yes,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Princess & Dance Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-industrial-shop-master-set-workshop,Workshop Rolling Tool Wall,Storage,Storage,Industrial Shop Master Set,Epic,Collection Completion Reward,Collection Book,Complete Industrial Shop collection,Complete Industrial Shop collection,,300,0.25,No,Yes,Yes,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Industrial Shop Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-retro-game-night-master-set-retro-j,Retro Jukebox,Electronics,Electronics,Retro Game Night Master Set,Family Legendary,Collection Completion Reward,Collection Book,Complete Retro Game Night collection,Complete Retro Game Night collection,,520,0.25,No,Yes,Yes,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Retro Game Night Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-cozy-grandma-master-set-grandma-s-t,Grandma’s Tea Cart,Tables,Tables,Cozy Grandma Master Set,Epic,Collection Completion Reward,Collection Book,Complete Cozy Grandma collection,Complete Cozy Grandma collection,,260,0.25,No,Yes,Yes,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Cozy Grandma Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-outdoors-and-fishing-master-set-fis,Fishing Trophy Canoe,Collectibles,Collectibles,Outdoors & Fishing Master Set,Epic,Collection Completion Reward,Collection Book,Complete Outdoors & Fishing collection,Complete Outdoors & Fishing collection,,300,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Outdoors & Fishing Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-construction-crew-master-set-bridge,Bridge Builder Display,Collectibles,Collectibles,Construction Crew Master Set,Epic,Collection Completion Reward,Collection Book,Complete Construction Crew collection,Complete Construction Crew collection,,320,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Construction Crew Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-garden-cottage-master-set-garden-co,Garden Conservatory Window,Windows & Doors,Windows & Doors,Garden Cottage Master Set,Epic,Collection Completion Reward,Collection Book,Complete Garden Cottage collection,Complete Garden Cottage collection,,330,0.25,No,Yes,Yes,No,1,0,Architectural,Wall Opening,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Garden Cottage Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-everyday-basics-master-set-everyday,Everyday Room Expansion Coupon,Architecture,Architecture,Everyday Basics Master Set,Epic,Collection Completion Reward,Collection Book,Complete Everyday Basics collection,Complete Everyday Basics collection,,300,0.25,No,Yes,Yes,No,0,0,Architectural,Room Expansion,Owned Room / Expansion,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Everyday Basics Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-arcade-legacy-master-set-arcade-tro,Arcade Trophy Wall Cabinet,Storage,Storage,Arcade Legacy Master Set,Family Legendary,Collection Completion Reward,Collection Book,Collect all 16 arcade top trophies,Collect all 16 arcade top trophies,,700,0.25,No,Yes,Yes,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Arcade Legacy Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-christmas-cabin-master-set-christma,Christmas Memory Mantel,Collectibles,Collectibles,Christmas Cabin Master Set,Epic,Collection Completion Reward,Collection Book,Complete Christmas Cabin seasonal set,Complete Christmas Cabin seasonal set,,300,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Christmas Cabin Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-birthday-vault-master-set-birthday-,Birthday Yearbook Shelf,Storage,Storage,Birthday Vault Master Set,Family Legendary,Collection Completion Reward,Collection Book,Collect 5 permanent birthday heirlooms,Collect 5 permanent birthday heirlooms,,600,0.25,No,Yes,Yes,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Birthday Vault Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-family-memories-master-set-family-p,Family Photo Gallery Wall,Wall Decor,Wall Decor,Family Memories Master Set,Family Legendary,Collection Completion Reward,Collection Book,Collect 20 framed family memories,Collect 20 framed family memories,,500,0.25,No,Yes,Yes,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Family Memories Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-ambience-collector-set-game-night-s,Game Night Soundstage,Special Effects,Special Effects,Ambience Collector Set,Epic,Collection Completion Reward,Collection Book,Collect 10 room ambience packs,Collect 10 room ambience packs,,350,0.25,No,Yes,Yes,No,0,0,Ambient,Room,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Ambience Collector Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-cabin-collection-mastery-master-dec,Master Decorator Plaque,Collectibles,Collectibles,Cabin Collection Mastery,Family Legendary,Collection Completion Reward,Collection Book,Complete 10 major furniture collections,Complete 10 major furniture collections,,750,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Cabin Collection Mastery,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
secret-prestige-golden-bathroom-family-legendary-golden-toilet,Family Legendary Golden Toilet,Decorations,Decorations,Golden Bathroom,Family Legendary,Secret / Prestige,Hidden,???,Discover the hidden golden-bathroom achievement,,750,0.25,No,Yes,Yes,Yes,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Soft golden sparkle,Secret-specific audio hook on inspect,Decorative,Golden Bathroom,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-ridiculous-luxury-indoor-hot-tub,Indoor Hot Tub,Architecture,Architecture,Ridiculous Luxury,Family Legendary,Secret / Prestige,Hidden,???,Secret multi-game luxury achievement,,700,0.25,No,Yes,Yes,Yes,0,0,Architectural,Room Expansion,Owned Room / Expansion,90° steps,Secret; Prestige; Family Legendary,Animated water and steam,Secret-specific audio hook on inspect,Changes floor plan,Ridiculous Luxury,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-ridiculous-luxury-giant-wall-aquarium,Giant Wall Aquarium,Electronics,Electronics,Ridiculous Luxury,Family Legendary,Secret / Prestige,Hidden,???,Secret collection achievement,,700,0.25,No,Yes,Yes,Yes,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Animated fish and bubbles,Secret-specific audio hook on inspect,Turn on / launch content later,Ridiculous Luxury,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-hidden-bookcase-door,Hidden Bookcase Door,Windows & Doors,Windows & Doors,Secret Cabin,Family Legendary,Secret / Prestige,Hidden,???,Discover the secret-room path,,650,0.25,No,Yes,Yes,Yes,1,0,Architectural,Wall Opening,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Bookcase opening animation later,Secret-specific audio hook on inspect,Architectural customization,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-meteor-shower-skylight,Meteor Shower Skylight,Special Effects,Special Effects,Secret Cabin,Family Legendary,Secret / Prestige,Hidden,???,Secret night-sky achievement,,650,0.25,No,Yes,Yes,Yes,0,0,Ambient,Room,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Animated meteor shower,Secret-specific audio hook on inspect,Room ambience / visual effect,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-family-game-night-neon-crown,Family Game Night Neon Crown,Wall Decor,Wall Decor,Secret Cabin,Epic,Secret / Prestige,Hidden,???,Secret all-family-session achievement,,300,0.25,No,Yes,Yes,Yes,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Neon pulse,Secret-specific audio hook on inspect,Inspect / memory card,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-impossible-stack-of-dominoes,Impossible Stack of Dominoes,Collectibles,Collectibles,Secret Cabin,Epic,Secret / Prestige,Hidden,???,Secret Mexican Train feat,,280,0.25,No,Yes,Yes,Yes,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Tiny wobble loop,Secret-specific audio hook on inspect,Inspect achievement / history,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-tiny-tractor-desk-toy,Tiny Tractor Desk Toy,Collectibles,Collectibles,Secret Cabin,Epic,Secret / Prestige,Hidden,???,Secret Prop Hunt tractor achievement,,260,0.25,No,Yes,Yes,Yes,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Wheels turn on inspect,Secret-specific audio hook on inspect,Inspect achievement / history,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-mystery-red-button,Mystery Red Button,Decorations,Decorations,Secret Cabin,Epic,Secret / Prestige,Hidden,???,Find the hidden button unlock,,250,0.25,No,Yes,Yes,Yes,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Button blinks occasionally,Secret-specific audio hook on inspect,Decorative,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-talking-trophy-moose,Talking Trophy Moose,Wall Decor,Wall Decor,Secret Cabin,Family Legendary,Secret / Prestige,Hidden,???,Secret cabin-wide achievement,,550,0.25,No,Yes,Yes,Yes,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Eyes blink on inspect,Secret-specific audio hook on inspect,Inspect to show unlock story / achievement date,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-ceiling-constellation-projector,Ceiling Constellation Projector,Lighting,Lighting,Secret Cabin,Epic,Secret / Prestige,Hidden,???,Secret nighttime achievement,,300,0.25,No,Yes,Yes,Yes,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Animated star field,Secret-specific audio hook on inspect,Toggle / lighting preset,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-endless-snack-fridge,Endless Snack Fridge,Storage,Storage,Secret Cabin,Family Legendary,Secret / Prestige,Hidden,???,Secret Gunner snack achievement,,500,0.25,No,Yes,Yes,Yes,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Interior light and snack restock loop,Secret-specific audio hook on inspect,Open/inspect later,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-rock-throne-for-kelsi,Rock Throne for Kelsi,Seating,Seating,Secret Cabin,Family Legendary,Secret / Prestige,Hidden,???,Secret Kelsi mastery achievement,,500,0.25,No,Yes,Yes,Yes,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Shiny rock sparkle,Secret-specific audio hook on inspect,Sit animation later,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
secret-prestige-secret-cabin-pink-gmc-garage-door-mural,Pink GMC Garage Door Mural,Wall Decor,Wall Decor,Secret Cabin,Epic,Secret / Prestige,Hidden,???,Secret Vanessa mastery achievement,,300,0.25,No,Yes,Yes,Yes,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Secret; Prestige; Family Legendary,Chrome glint,Secret-specific audio hook on inspect,Inspect / memory card,Secret Cabin,Hidden in Collection Book until discovered. Do not expose internal unlock condition in player-facing UI.
